,gene_name,gene_length,patient_1,patient_2,patient_3,patient_4,patient_5,patient_6,patient_7,patient_8,patient_9,patient_10
2175,C1orf185,909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2176,C1orf186,1665,0.0,4.0,6.0,91.0,0.0,3.0,4.0,1.0,5.0,1.0
2177,C1orf187,1773,15.0,7.0,2.0,3.0,5.0,1.0,65.0,4.0,465.0,2.0
2178,C1orf189,387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2179,C1orf190,1848,864.37,268.28,409.74,12.79,165.37,855.34,576.78,274.29,255.2,651.87
2180,C1orf192,773,7.0,74.0,31.0,15.0,15.0,115.0,67.0,11.0,28.0,54.0
2181,C1orf194,879,0.0,0.0,1.0,2.0,0.0,2.0,4.0,3.0,0.0,0.0
2182,C1orf198,4400,6187.0,5177.0,4333.0,1700.0,3341.0,12601.0,2625.0,26908.0,13720.0,4287.0
2183,C1orf200,1822,0.0,4.0,6.0,57.0,0.0,8.0,13.0,3.0,3.0,5.0
2184,C1orf201,4000,663.0,597.0,458.0,220.0,703.0,1690.0,1246.0,773.0,1913.0,916.0
2185,C1orf203,2635,159.07,71.05,56.06,191.03,140.05,123.08,183.07,214.06,97.14,153.15
2186,C1orf204,2501,49.91,43.97,118.52,70.11,123.27,323.73,232.73,117.81,31.73,95.44
2187,C1orf210,1473,1.0,0.0,0.0,1.0,3.0,2.0,4.0,5.0,3.0,1.0
2188,C1orf212,2575,2338.0,1410.0,2303.0,1230.0,2547.0,3358.0,2364.0,1355.0,1837.0,1485.0
2189,C1orf213,2815,61.8,71.07,38.78,84.5,123.0,51.05,124.88,48.84,178.93,24.16
2190,C1orf216,2934,2118.0,1642.0,1684.0,653.0,3412.0,6292.0,5644.0,2908.0,2411.0,2327.0
2191,C1orf21,10308,2521.0,4468.0,1256.0,554.0,7477.0,11621.0,8576.0,7097.0,3607.0,2371.0
2192,C1orf220,2577,27.93,30.0,11.0,243.0,46.0,43.0,33.0,26.0,14.0,5.0
2193,C1orf223,849,3.0,1.0,2.0,0.0,4.0,4.0,0.0,1.0,1.0,0.0
2194,C1orf226,4252,864.0,55.0,448.0,21.0,323.0,79.0,526.0,1045.0,20.0,393.0
2195,C1orf227,502,0.0,1.0,0.0,1.0,0.0,4.0,1.0,0.0,4.0,0.0
2196,C1orf228,1685,11.0,14.0,12.0,410.0,18.0,62.0,59.0,4.0,6.0,34.0
2197,C1orf229,2258,97.0,35.0,17.0,3.0,37.0,23.0,10.0,23.0,69.0,2.0
2198,C1orf230,1856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
2199,C1orf25,4444,1090.0,1731.0,1754.0,1550.0,1274.0,1889.0,1770.0,1374.0,1576.0,539.0
2200,C1orf26,3944,182.0,480.0,343.0,254.0,446.0,1109.0,505.0,261.0,436.0,246.0
2201,C1orf27,3892,574.0,2026.0,1044.0,806.0,1304.0,3993.0,1919.0,765.0,2450.0,659.0
2202,C1orf31,790,1678.0,1151.0,1420.0,466.0,939.0,1611.0,1109.0,799.0,778.0,857.0
2203,C1orf35,1469,1985.0,855.0,471.0,648.0,607.0,1202.0,923.0,1269.0,1336.0,400.0
2204,C1orf38,2719,3489.0,1602.0,2371.0,2823.0,1511.0,1922.0,5869.0,133.0,1018.0,2283.0
2205,C1orf43,2847,14791.0,13053.0,12662.0,4620.0,15770.0,31694.0,23026.0,12946.0,18203.0,21187.0
2206,C1orf49,3771,1.07,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
2207,C1orf50,1016,483.0,306.0,330.0,325.0,267.0,494.0,446.0,429.0,468.0,368.0
2208,C1orf51,1819,149.0,57.0,509.0,18.0,52.0,157.0,125.0,1594.0,704.0,494.0
2209,C1orf52,3416,413.0,841.0,627.0,870.0,1091.0,901.0,985.0,679.0,1870.0,724.0
2210,C1orf53,681,85.0,93.0,65.0,9.0,17.0,110.0,58.0,281.0,116.0,44.0
2211,C1orf54,564,85.0,449.0,545.0,858.0,69.0,353.0,887.0,93.0,150.0,357.0
2212,C1orf55,4008,1101.0,3180.0,1616.0,1107.0,1784.0,5428.0,3441.0,1814.0,4893.0,1140.0
2213,C1orf56,2026,860.3,343.21,257.11,198.0,232.65,792.43,590.66,487.04,301.82,472.31
2214,C1orf57,2064,3138.0,1974.0,1006.0,815.0,787.0,2048.0,1117.0,2230.0,1570.0,601.0
2215,C1orf58,2038,508.05,1523.95,714.87,283.91,628.82,3012.53,833.76,508.43,1630.09,398.91
2216,C1orf59,2214,77.0,544.0,227.0,479.0,771.0,329.0,1043.0,2250.0,1612.0,59.0
2217,C1orf61,7984,1.0,3.0,19.0,17.0,19.0,6.0,16.0,0.0,2.0,5.0
2218,C1orf63,1464,486.0,860.0,557.0,5158.0,1360.0,975.0,1413.0,831.0,1658.0,1366.0
2219,C1orf64,917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,7.0,0.0
2220,C1orf65,2098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2221,C1orf66,2268,1284.0,1176.0,902.0,824.0,852.0,2018.0,1986.0,1335.0,775.0,1325.0
2222,C1orf68,907,1.0,0.0,0.0,0.0,47.0,0.0,0.0,1.0,0.0,0.0
2223,C1orf69,7964,818.0,782.0,370.0,374.0,450.0,1067.0,344.0,1756.0,948.0,353.0
2224,C1orf70,1116,10.0,4.0,20.0,12.0,123.0,7.0,32.0,124.0,21.0,44.0
2225,C1orf74,1561,352.0,262.0,199.0,63.0,201.0,438.0,324.0,360.0,633.0,216.0
2226,C1orf77,6598,5383.0,5043.0,3195.0,4997.0,4385.0,6710.0,4836.0,11238.0,5910.0,3698.0
2227,C1orf83,5565,375.0,627.0,420.0,411.0,701.0,950.0,688.0,921.0,1207.0,483.0
2228,C1orf84,2823,33.67,37.63,60.5,19.28,39.56,64.37,62.02,7.37,75.84,6.25
2229,C1orf85,2600,24522.0,5666.0,12884.0,783.0,6588.0,25213.0,8613.0,17418.0,5457.0,8867.0
2230,C1orf86,3468,2729.9,805.63,759.9,924.4,1990.7,1828.21,2207.92,2122.26,3912.78,1784.0
2231,C1orf87,3365,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0
2232,C1orf88,2521,56.0,18.0,14.0,24.0,9.0,26.0,28.0,140.0,21.0,13.0
2233,C1orf89,1559,205.0,223.0,81.0,76.0,108.0,460.0,237.0,113.0,179.0,100.0
2234,C1orf91,2712,839.97,466.84,322.61,363.79,516.76,635.81,466.87,563.94,846.72,442.95
2235,C1orf92,2183,2.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0
2236,C1orf93,2796,6528.18,2602.05,1403.87,1247.25,10351.31,4507.74,3506.61,3699.82,3082.61,6944.43
2237,C1orf94,3151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2238,C1orf95,4084,139.0,48.0,8.0,23.0,80.0,40.0,327.0,11.0,2.0,2.0
2239,C1orf96,5672,1006.0,1915.0,1218.0,904.0,8516.0,6694.0,7060.0,1002.0,2254.0,2934.0
2240,C1orf97,1862,462.0,350.0,137.0,129.0,462.0,877.0,752.0,486.0,429.0,171.0
2241,C1orf9,6149,1540.0,4962.0,1898.0,1709.0,2539.0,4946.0,3171.0,3509.0,4937.0,2016.0
2242,C20orf103,1776,16.0,22.0,19.0,270.0,6.0,80.0,50.0,14.0,166.0,20.0
2243,C20orf106,671,1.48,0.0,4.0,16.0,1.99,2.4,6.0,0.0,3.0,1.0
2244,C20orf107,1021,4.52,3.0,5.0,11.0,6.01,3.6,9.0,1.0,3.0,1.0
2245,C20orf108,3024,25251.0,28068.0,13393.0,1730.0,22416.0,14653.0,27041.0,10260.0,8418.0,10588.0
2246,C20orf111,1571,1352.0,2204.0,1161.0,1637.0,2504.0,2931.0,3661.0,1335.0,2621.0,1567.0
2247,C20orf112,7972,2252.0,5115.0,1459.0,1860.0,2069.0,4148.0,4492.0,5056.0,12277.0,1385.0
2248,C20orf114,2828,0.0,1.0,0.0,34.0,0.0,1.0,0.0,113.0,12.0,0.0
2249,C20orf117,5641,422.0,2256.0,402.0,201.0,1883.0,2348.0,1255.0,1512.0,2096.0,761.0
2250,C20orf118,2041,13.22,54.04,29.54,140.96,50.01,39.67,106.52,17.51,55.79,24.46
2251,C20orf11,4425,3141.0,4624.0,1366.0,2442.0,4311.0,5535.0,3872.0,6043.0,8113.0,2586.0
2252,C20orf123,2043,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,10.0,0.0
2253,C20orf12,5287,126.0,94.0,101.0,111.0,123.0,211.0,98.0,438.0,565.0,199.0
2254,C20orf132,3646,38.01,110.03,13.0,58.0,151.01,53.0,39.0,24.0,7.0,54.03
2255,C20orf134,2027,81.0,34.0,20.0,76.0,203.0,89.0,48.0,121.0,40.0,38.0
2256,C20orf135,1776,874.0,203.0,211.0,195.0,118.0,190.0,306.0,211.0,402.0,188.0
2257,C20orf141,2292,0.0,0.0,4.0,0.0,5.0,2.0,2.0,0.0,10.0,0.0
2258,C20orf144,541,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
2259,C20orf151,2793,12.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2260,C20orf152,1927,1.0,1.0,0.0,3.0,8.0,7.0,14.0,3.0,6.0,0.0
2261,C20orf160,2881,23.0,120.0,37.0,202.0,11.0,117.0,53.0,29.0,41.0,23.0
2262,C20orf165,718,4.0,33.0,4.0,8.0,13.0,16.0,29.0,3.0,28.0,8.0
2263,C20orf166,1296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2264,C20orf173,2583,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2265,C20orf177,4011,129.0,1486.0,449.0,429.0,1455.0,1662.02,998.0,927.02,1288.0,299.0
2266,C20orf185,1454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2267,C20orf186,2173,1.0,4.0,0.0,27.0,0.0,2.0,0.0,1.0,41.0,0.0
2268,C20orf191,418,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2269,C20orf194,7559,550.0,1966.0,979.0,690.0,2784.0,4036.0,3532.0,1336.0,2552.0,1208.0
2270,C20orf195,1227,14.0,2.0,6.0,55.0,22.0,9.0,12.0,0.0,0.0,4.0
2271,C20orf196,1152,65.0,161.0,76.0,198.0,164.0,223.0,133.0,185.0,133.0,84.0
2272,C20orf197,2732,1.0,3.0,2.0,56.0,2.0,5.0,11.0,0.0,3.0,2.0
2273,C20orf199,919,5112.0,4869.0,1138.0,4394.0,7593.0,2585.0,9877.0,4623.0,4942.0,3958.0
2274,C20orf200,3089,8.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2275,C20orf201,868,9.0,1.0,0.0,0.0,1.0,0.0,4.0,0.0,26.0,2.0
2276,C20orf202,1602,2.0,17.0,2.0,9.0,3.0,4.0,5.0,7.0,11.0,4.0
2277,C20orf203,3868,0.0,4.0,1.0,9.0,2.0,2.0,3.0,2.0,1.0,1.0
2278,C20orf20,1634,1882.0,1076.0,665.0,747.0,1552.0,1170.0,1521.0,1093.0,4136.0,932.0
2279,C20orf24,1548,4118.0,3004.05,4464.0,1937.86,4258.55,4112.68,6022.75,1964.03,3659.0,2355.46
2280,C20orf26,4968,917.0,5.0,444.0,8.0,3.0,6.0,5.0,13.0,7.0,0.0
2281,C20orf27,2565,3527.0,2731.0,1610.0,1599.0,2860.0,3664.0,2698.0,6615.0,3601.0,1823.0
2282,C20orf29,1847,1134.0,843.0,610.0,322.0,1518.0,1650.0,1368.0,2267.0,1642.0,580.0
2283,C20orf30,2656,9619.0,8551.0,5125.0,4085.0,6970.0,10747.0,10271.0,7376.0,10361.0,4482.0
2284,C20orf3,2244,5036.0,5010.0,4714.0,3118.0,10041.0,8940.0,8962.0,7409.0,12657.0,4388.0
2285,C20orf43,2087,15150.0,6245.0,5170.0,4303.0,9838.0,10314.0,11153.0,8334.0,8023.0,5370.0
2286,C20orf46,1720,54.0,32.0,39.0,72.0,21.0,19.0,28.0,5.0,28.0,47.0
2287,C20orf4,3078,2209.0,3604.0,1760.0,1479.0,5329.0,4984.0,4074.0,7793.0,3858.0,2432.0
2288,C20orf54,3156,166.0,6.0,45.0,64.0,92.0,134.0,185.0,764.0,20.0,635.0
2289,C20orf56,4909,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0
2290,C20orf70,1052,0.0,2.0,0.0,15.0,0.0,0.0,0.0,0.0,5.0,0.0
2291,C20orf71,1107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2292,C20orf72,2124,1371.0,2339.0,941.0,978.0,2639.0,2740.0,2497.0,3981.0,3692.0,1362.0
2293,C20orf79,664,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2294,C20orf7,1227,437.0,527.0,699.0,200.0,563.0,664.0,692.0,260.0,635.0,364.0
2295,C20orf85,755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2296,C20orf94,1405,15.0,97.0,23.0,8.0,35.0,81.0,58.0,43.0,92.0,43.0
2297,C20orf96,2392,327.0,689.0,234.0,223.0,545.0,478.0,280.0,471.0,1287.0,364.0
2298,C21orf119,823,688.0,150.0,232.0,94.0,166.0,237.0,412.0,48.0,176.0,155.0
2299,C21orf121,2948,1.0,0.0,1.0,4.0,0.0,5.0,1.0,3.0,0.0,0.0
2300,C21orf122,2254,108.0,86.0,151.0,63.0,140.0,472.0,181.0,168.0,158.0,63.0
2301,C21orf125,3000,8.0,2.0,2.0,1.0,0.0,2.0,5.0,4.0,3.0,6.0
2302,C21orf128,2141,1.0,0.0,0.0,0.0,2.0,3.0,4.0,0.0,0.0,4.0
2303,C21orf129,2114,2.0,0.0,0.0,0.0,0.0,8.0,5.0,0.0,2.0,9.0
2304,C21orf130,2019,76.0,4.0,104.0,11.0,33.0,13.0,59.0,22.0,1.0,65.0
2305,C21orf131,2177,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2306,C21orf15,1278,11.0,21.0,14.0,149.0,0.0,6.0,6.0,1.0,0.0,11.0
2307,C21orf29,4029,0.0,1.0,0.0,58.0,2.0,4.0,7.0,260.0,0.0,0.0
2308,C21orf2,4463,488.0,980.0,681.0,1014.0,1522.0,3446.0,2065.0,2398.0,524.0,1201.0
2309,C21orf33,1666,1935.0,4167.0,5473.0,2966.0,2285.0,7049.0,5823.0,5972.0,2169.0,3826.0
2310,C21orf34,3802,8.0,8.0,4.0,5.0,1.0,35.0,6.0,9.0,10.0,0.0
2311,C21orf45,1577,656.0,836.0,375.0,350.0,430.0,955.0,765.0,1185.0,1076.0,1034.0
2312,C21orf49,1200,15.0,12.0,1.0,24.0,9.0,34.0,30.0,8.0,4.0,3.0
2313,C21orf54,594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2314,C21orf56,2315,788.0,439.0,124.0,277.0,1002.0,571.0,341.0,1680.0,672.0,875.0
2315,C21orf57,1784,149.0,172.0,231.0,400.0,309.0,523.0,400.0,194.0,178.0,370.0
2316,C21orf58,4684,107.0,543.0,112.0,198.0,416.0,475.0,365.0,344.0,246.0,223.0
2317,C21orf59,2587,2852.57,1838.0,1263.0,1211.61,1252.0,3426.6,2482.65,1260.0,1911.0,1447.78
2318,C21orf62,4120,3.0,0.0,2.0,8.0,0.0,5.0,14.0,0.0,10.0,1.0
2319,C21orf63,3318,95.0,28.0,400.0,628.0,285.0,200.0,279.0,23.0,240.0,229.0
2320,C21orf67,2183,36.0,113.0,129.0,190.0,50.0,413.0,144.0,178.0,134.0,77.0
2321,C21orf70,880,595.0,584.0,551.0,265.0,321.0,791.0,867.0,1863.0,442.0,1520.0
2322,C21orf71,449,1.0,4.0,1.0,4.0,7.0,10.0,5.0,0.0,1.0,6.0
2323,C21orf7,3038,60.0,157.0,28.0,345.0,44.0,64.0,412.0,23.0,166.0,200.0
2324,C21orf81,2898,1.0,2.0,5.0,10.0,2.0,1.0,8.0,1.0,2.0,12.0
2325,C21orf82,1806,22.0,52.0,2.0,10.0,62.0,7.0,103.0,248.0,27.0,6.0
2326,C21orf84,579,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2327,C21orf88,2187,5.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2328,C21orf90,1044,3.0,0.0,0.0,3.0,4.0,4.0,18.0,324.0,0.0,0.0
2329,C21orf91,5894,1133.0,961.0,1424.0,1887.0,3689.0,11274.0,4991.0,609.0,1009.0,4217.0
2330,C21orf94,583,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0
2331,C21orf96,1489,0.0,2.0,1.0,10.0,1.0,0.0,5.0,0.0,0.0,0.0
2332,C21orf99,5626,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,5.0,35.0
2333,C22orf13,3928,9579.15,6954.39,5284.99,4149.0,4461.66,5431.91,10120.65,9868.4,8467.86,7049.41
2334,C22orf15,2022,8.0,24.0,3.0,40.0,1.0,3.0,4.0,2.0,1.0,22.0
2335,C22orf23,1560,150.0,192.0,102.0,66.0,90.0,399.0,126.0,535.0,144.0,54.0
2336,C22orf24,1246,9.0,7.0,2.0,2.0,3.0,2.0,2.0,5.0,4.0,2.0
2337,C22orf25,6368,6313.0,1138.0,4880.0,1303.0,1632.0,3004.0,4862.0,1029.0,815.0,1272.0
2338,C22orf26,1836,37.0,18.0,47.0,68.0,59.0,68.0,61.0,16.0,55.0,6.0
2339,C22orf27,2308,660.0,251.0,189.0,348.0,271.0,351.0,254.0,202.0,374.0,126.0
2340,C22orf28,2066,7471.0,6079.0,3704.0,2667.0,2726.0,4864.0,6432.0,6512.0,5075.0,4614.0
2341,C22orf29,6845,1607.11,1831.67,702.68,1016.56,1010.16,2090.26,1342.06,4021.5,1781.01,1073.56
2342,C22orf30,11589,1851.0,3520.0,1432.0,1995.0,1345.0,2954.0,2926.0,4013.0,3222.0,1932.0
2343,C22orf31,1070,1.0,6.0,0.0,2.0,0.0,0.0,2.0,0.0,1.0,0.0
2344,C22orf32,1566,3986.0,1425.0,1594.0,2375.0,1402.0,2626.0,5666.0,2641.0,1041.0,1299.0
2345,C22orf33,1048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2346,C22orf34,3565,0.0,24.0,17.0,104.0,3.0,19.0,111.0,0.0,1.0,1.0
2347,C22orf36,2030,291.0,308.0,58.0,65.0,107.0,210.0,135.0,656.0,257.0,376.0
2348,C22orf39,3698,1508.0,1337.99,399.0,1520.99,356.0,2535.0,1098.99,2141.98,1025.95,833.0
2349,C22orf40,1618,1133.0,453.0,382.0,435.0,413.0,539.0,763.0,724.0,387.0,302.0
2350,C22orf41,468,38.0,1.0,11.0,4.0,40.0,19.0,9.0,0.0,2.0,23.0
2351,C22orf42,803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2352,C22orf43,1278,0.0,0.0,2.0,15.0,0.0,1.0,0.0,0.0,2.0,1.0
2353,C22orf45,1167,1.0,2.0,5.0,16.01,9.0,4.0,7.0,4.0,3.0,4.0
2354,C22orf46,4975,1916.0,1663.0,1083.0,1020.0,1133.0,2461.0,4084.0,2973.0,2119.0,1450.0
2355,C22orf9,6753,32823.0,14631.0,8588.0,4110.0,5573.0,8625.0,11714.0,24979.0,3588.0,6557.0
2356,C2CD2L,3343,289.0,701.9,781.0,889.71,1087.68,3330.73,2014.78,714.66,858.56,640.66
2357,C2CD2,7666,442.0,501.0,273.0,1667.0,157.0,536.0,2371.0,354.0,777.0,877.0
2358,C2CD3,8707,2677.0,2028.0,885.0,1265.0,893.0,3532.0,1580.0,1744.0,1613.0,906.0
2359,C2CD4A,3438,0.0,0.0,1.0,44.0,1.0,6.0,1.0,0.0,3.0,0.0
2360,C2CD4B,1576,6.0,4.0,2.0,271.0,1.0,11.0,2.0,3.0,5.0,14.0
2361,C2CD4C,3123,2.0,24.0,5.0,12.0,5.0,265.0,151.0,19.0,2.0,110.0
2362,C2CD4D,1713,138.97,35.0,28.0,5.01,20.0,51.03,71.02,57.0,44.91,124.92
2363,C2orf14,3077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2364,C2orf15,1406,21.85,11.46,30.0,97.77,11.0,35.75,52.73,13.0,16.33,11.76
2365,C2orf16,6200,88.0,69.0,41.0,31.0,114.0,204.0,130.0,181.0,124.0,44.0
2366,C2orf18,3912,5458.0,3983.0,7107.0,1183.0,3997.0,10564.0,8651.0,3534.0,3463.0,4126.0
2367,C2orf24,2386,8012.0,2595.0,5953.0,4517.0,6262.0,11383.0,5020.0,3641.0,3630.0,6109.0
2368,C2orf27A,1219,22.0,23.0,14.0,26.0,33.0,42.0,39.0,4.0,27.0,6.0
2369,C2orf27B,1325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2370,C2orf28,1416,6288.67,2778.5,2992.5,3331.46,4683.1,7355.54,6502.97,4551.86,5382.1,3381.37
2371,C2orf29,2517,3475.0,3114.0,2584.0,2228.0,2235.0,4516.0,3833.0,3985.0,2643.0,1925.0
2372,C2orf34,2247,125.0,163.0,78.0,142.0,165.0,629.0,145.0,715.0,472.0,215.0
2373,C2orf39,2491,1.0,0.0,1.0,0.0,6.0,0.0,9.0,3.0,14.0,5.0
2374,C2orf3,5067,319.0,1568.0,544.0,824.0,881.0,2442.0,1038.0,813.0,1581.0,636.0
2375,C2orf40,774,0.0,2.0,1.0,22.0,2.0,13.0,1.0,1.0,1085.0,0.0
2376,C2orf42,2522,492.0,460.0,314.0,642.0,361.0,957.0,761.0,522.0,511.0,437.0
2377,C2orf43,3754,704.0,1434.0,650.0,660.0,1074.0,2361.0,1642.0,1777.0,1702.0,630.0
2378,C2orf44,3894,669.0,1082.0,464.0,678.0,831.0,1302.0,901.0,1309.0,1317.0,561.0
2379,C2orf47,1509,755.0,883.0,781.55,391.0,504.79,910.75,1172.0,750.95,990.55,644.0
2380,C2orf48,1902,6.0,9.0,5.0,6.0,21.0,20.0,22.0,4.0,25.0,39.0
2381,C2orf49,887,256.0,348.0,243.0,215.0,180.0,426.0,662.0,244.0,395.0,377.0
2382,C2orf50,2938,4.0,1.0,1.0,11.0,3.0,7.0,5.0,10.0,7.0,1.0
2383,C2orf51,795,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2384,C2orf52,1282,8.0,9.0,5.0,5.0,7.0,18.0,22.0,61.0,22.0,5.0
2385,C2orf53,2063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2386,C2orf54,2690,4.0,0.0,0.0,0.0,39.0,0.0,0.0,45.0,0.0,0.0
2387,C2orf55,3869,30.0,117.0,56.0,72.0,11.0,121.0,131.0,106.0,76.0,500.0
2388,C2orf56,2209,377.0,498.0,452.0,588.0,726.0,895.0,723.0,409.0,815.0,499.0
2389,C2orf57,1381,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2390,C2orf58,1751,2.0,7.0,0.0,27.0,0.0,3.0,8.0,4.0,6.0,1.0
2391,C2orf60,11532,291.0,442.0,549.45,407.0,508.21,625.25,1273.0,211.05,760.45,646.0
2392,C2orf61,2910,0.0,0.0,0.0,2.0,0.0,3.0,1.0,1.0,1.0,2.0
2393,C2orf62,1373,3.0,4.0,2.0,8.0,1.0,0.0,1.0,1.0,1.0,7.0
2394,C2orf63,5418,83.0,170.0,58.0,87.0,43.0,68.0,167.0,32.0,194.0,152.0
2395,C2orf64,1907,1307.0,1182.0,784.0,1367.0,998.0,1624.0,1801.0,800.0,848.0,818.0
2396,C2orf65,2833,35.0,37.0,27.0,26.0,6.0,14.0,166.0,109.0,35.0,42.0
2397,C2orf66,1385,1.0,3.0,0.0,2.0,6.0,2.0,1.0,6.0,21.0,0.0
2398,C2orf67,8641,299.49,1003.5,510.11,594.76,768.1,1570.64,785.25,710.29,1668.41,671.24
2399,C2orf68,5900,1399.0,1448.0,805.0,2336.0,986.0,2189.0,1941.0,2133.0,1165.0,942.0
2400,C2orf69,3726,677.0,655.0,1118.0,707.0,1223.0,1640.0,2011.0,372.0,1542.0,1102.0
2401,C2orf70,694,333.0,45.0,28.0,0.0,47.0,1.0,12.0,95.0,43.0,70.0
2402,C2orf71,7044,42.0,3.0,1.0,0.0,0.0,0.0,123.0,57.0,3.0,33.0
2403,C2orf72,3616,107.0,41.0,130.0,0.0,25.0,23.0,63.0,223.0,56.0,405.0
2404,C2orf73,1921,2.0,2.0,0.0,2.0,1.0,2.0,7.0,2.0,9.0,3.0
2405,C2orf74,1249,818.0,768.0,564.0,594.0,648.0,794.0,890.0,426.0,506.0,359.0
2406,C2orf76,1164,191.0,131.0,104.0,140.0,114.0,242.0,269.0,161.0,209.0,108.0
2407,C2orf77,4667,29.0,87.0,28.0,8.0,18.0,107.0,35.0,198.0,840.0,51.0
2408,C2orf78,3045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2409,C2orf79,570,1293.0,552.0,425.0,812.0,899.0,1030.0,624.0,1920.0,1089.0,841.0
2410,C2orf7,1081,2408.0,496.0,1062.0,395.0,625.0,2093.0,938.0,1263.0,779.0,488.0
2411,C2orf80,1204,6.0,0.0,1.0,0.0,2.0,0.0,2.0,0.0,0.0,3.0
2412,C2orf81,2229,334.02,103.97,56.52,168.88,107.85,485.73,140.34,563.79,384.21,523.45
2413,C2orf82,465,3.0,6.0,0.0,1.0,0.0,2.0,0.0,183.0,1663.0,5.0
2414,C2orf83,2086,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2415,C2orf84,2044,2.0,4.0,6.0,7.0,16.0,33.0,16.0,3.0,5.0,4.0
2416,C2orf85,1798,1.0,13.0,21.0,69.0,3.0,31.0,59.0,0.0,6.0,11.0
2417,C2orf86,7994,222.0,153.0,199.0,95.0,158.0,453.0,505.0,232.0,423.0,274.0
2418,C2orf88,4470,353.0,912.0,621.0,251.0,412.0,497.0,1311.0,1195.0,66.0,496.0
2419,C2orf89,4586,1322.0,40.0,1398.0,1699.0,8.0,191.0,190.0,9.0,59.0,20.0
2420,C2,4274,561.0,13361.21,3309.85,1383.0,1832.94,3053.93,23980.85,505.01,4114.08,25540.71
2421,C3AR1,1955,54.0,1402.0,1264.0,451.0,75.0,855.0,4072.0,67.0,362.0,842.0
2422,C3P1,3761,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
2423,C3orf10,1175,8349.0,7412.0,6889.0,5767.0,8205.0,11115.0,6333.0,7159.0,6546.0,6327.0
2424,C3orf14,962,801.0,564.0,672.0,82.0,819.0,1471.0,1483.0,664.0,398.0,611.0
2425,C3orf15,6919,36.0,3.0,6.0,37.0,3.0,2.0,29.0,3.0,12.0,7.0
2426,C3orf16,4356,3.0,0.0,36.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0
2427,C3orf17,5688,1156.0,4161.0,1739.0,2812.0,2573.0,6487.0,3075.0,2882.0,2225.0,3459.0
2428,C3orf18,2743,877.0,249.0,985.0,382.0,350.0,143.0,429.0,102.0,491.0,385.0
2429,C3orf19,3309,668.0,1373.0,822.0,1367.0,1345.0,1748.0,1047.0,1396.0,938.0,1398.0
2430,C3orf1,1606,4181.0,5319.0,4777.0,2080.0,1810.0,3876.0,4139.0,3200.0,3191.0,3452.0
